"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6.024242083E0;3.440572039E-2;9.799348712E-3;-1.932914078E-2;4.066197873E-2
6.034172083E0;3.699226136E-2;1.287995428E-2;1.100855291E-1;1.168466702E-1
6.044101083E0;1.025661011E-3;-3.846137658E-2;4.942768335E-2;6.263725210E-2
6.054031083E0;-4.115212818E-2;-2.570582181E-3;-1.232943892E-2;4.303627087E-2
6.063960083E0;-4.535573262E-3;-7.997529209E-4;8.927178025E-2;8.939050162E-2
6.073890083E0;1.639399156E-2;-8.647593409E-3;-3.586565137E-2;4.037188104E-2
6.083819083E0;-3.944043802E-2;-3.148725629E-3;4.988961339E-2;6.367445444E-2
6.093749083E0;1.316138808E-2;2.744653791E-2;-5.798099041E-2;6.548534056E-2
6.103678083E0;-7.968558082E-3;3.671992958E-2;7.815505385E-2;8.671830020E-2
6.113608083E0;-2.136843947E-2;4.965747893E-4;1.702533782E-2;2.732615816E-2
6.123537083E0;1.540672802E-4;3.060900450E-2;1.629385114E-2;3.467599282E-2
6.133466083E0;-3.605976066E-2;6.415565014E-3;4.058844745E-2;5.467072233E-2
6.143396083E0;-1.519306026E-2;-5.317604095E-3;4.390849650E-2;4.676603530E-2
6.153325083E0;-5.697921162E-2;-4.622911021E-2;8.108450890E-2;1.093547382E-1
6.163255083E0;-6.071250807E-3;3.516486257E-2;-2.394317865E-2;4.297328764E-2
6.173184083E0;-1.137687268E-2;2.797395676E-2;1.084407073E-1;1.125671466E-1
6.183114083E0;-1.257135377E-3;-2.040546700E-2;3.782037556E-2;4.299237468E-2
6.193043083E0;-1.032513217E-3;9.107623100E-3;9.020558059E-2;9.067007032E-2
6.202973083E0;-3.685264767E-3;4.433519706E-2;3.334550142E-2;5.559778179E-2
6.212902083E0;4.561346236E-2;5.900644585E-2;2.198377669E-2;7.775368183E-2
6.222832083E0;-9.073483127E-3;-4.610091001E-2;9.856359065E-2;1.091897587E-1
6.232761083E0;-1.832048009E-2;-3.329258412E-3;1.834797800E-2;2.614138958E-2
6.242690083E0;-1.219229202E-2;-5.977316201E-4;5.415281832E-2;5.551159339E-2
6.252620083E0;3.281408774E-2;-1.123966411E-2;-2.713049591E-2;4.403587414E-2
6.262549083E0;1.165956500E-2;-2.317792431E-2;6.690325677E-2;7.175797794E-2
6.272479083E0;-1.098374336E-3;-9.019183964E-3;1.215402246E-2;1.517472792E-2
6.282408208E0;2.983799886E-2;3.216202497E-2;-8.995941281E-3;4.478424931E-2
6.292338208E0;-2.907338862E-2;2.211650848E-2;4.760686040E-2;6.000679154E-2
6.302267208E0;1.090139697E-2;2.556841224E-3;-5.099356771E-3;1.230371214E-2
6.312197208E0;-3.989960433E-2;-4.201122120E-2;2.614465535E-2;6.356464533E-2
6.322126208E0;-3.236460359E-2;-6.956286281E-3;-2.811341286E-3;3.322290060E-2
6.332055208E0;-6.333028824E-2;-2.816413745E-2;9.192524672E-2;1.151268649E-1
6.341985208E0;-3.418936428E-2;2.901929274E-2;1.979925692E-2;4.902083797E-2
6.351914208E0;-2.035285577E-2;5.570320755E-2;3.806712806E-2;7.047121617E-2
6.361844208E0;-3.392718518E-2;-6.725028902E-3;4.435288489E-2;5.624462913E-2
6.371773208E0;1.428140282E-2;4.962531924E-3;3.729588032E-2;4.024385516E-2
6.381703208E0;-4.310519414E-3;3.706169933E-2;7.565010667E-2;8.435098561E-2
6.391632208E0;9.465104963E-3;5.032537714E-2;2.087865293E-2;5.530054199E-2
6.401562208E0;-1.034979897E-2;-3.082988307E-2;7.792993605E-2;8.444332396E-2
6.411491208E0;9.467503235E-3;-2.803155184E-2;1.777202725E-2;3.451443855E-2
6.421421208E0;4.023628062E-2;-1.409924492E-2;5.656654894E-2;7.083446509E-2
6.431350208E0;6.627567695E-4;3.504236341E-3;-2.579206824E-3;4.401275577E-3
6.441279208E0;3.594287116E-2;1.567112267E-2;-3.142469108E-2;5.024923166E-2
6.451209208E0;1.556359100E-2;2.342306882E-2;9.272339165E-2;9.689423552E-2
6.461138208E0;5.517923308E-2;2.819308117E-2;1.654352725E-2;6.413490378E-2
6.471068208E0;3.252088413E-2;-6.972804666E-4;6.920121253E-2;7.646503724E-2
6.480997208E0;-2.445757603E-2;-2.691385657E-2;6.460471630E-2;7.413702226E-2
6.490927208E0;-1.547807433E-2;-3.100983113E-2;1.102983677E-1;1.156153551E-1
6.500856208E0;-2.279559863E-2;-2.083509117E-2;-1.943556011E-2;3.648946886E-2
6.510786208E0;-3.512223043E-2;8.350262493E-3;4.275542557E-2;5.595823773E-2
6.520715208E0;-4.532272783E-2;-3.733447194E-2;4.674264193E-3;5.890552774E-2
6.530645208E0;-1.232737070E-2;1.915021598E-2;-2.570436001E-2;3.434252414E-2
6.540574208E0;-5.669561938E-3;6.217373639E-2;9.375659466E-2;1.126410958E-1
6.550503208E0;-2.441201800E-2;6.974485740E-2;8.700072169E-3;7.440418679E-2
6.560433208E0;-2.866469566E-2;1.766370758E-2;9.165335119E-2;9.764224560E-2
6.570362208E0;-1.001653623E-2;9.624955505E-3;-2.871333718E-2;3.189712367E-2
6.580292208E0;-3.238068115E-2;8.059948236E-3;2.711061537E-2;4.299368259E-2
6.590221208E0;-2.309599020E-2;1.069353417E-2;4.972764552E-2;5.586246651E-2
6.600151208E0;2.185185574E-2;4.757002294E-3;3.624045789E-2;4.258524930E-2
6.610080208E0;-8.731466692E-3;-1.317801610E-2;3.791451573E-2;4.107808567E-2
6.620010208E0;9.812637423E-3;-2.438464344E-2;-4.168480039E-3;2.661343485E-2
6.629939208E0;1.234555760E-2;-3.411411792E-2;1.298263139E-1;1.348000653E-1
6.639869208E0;6.231489183E-2;-8.353332281E-3;4.861959815E-3;6.305999174E-2
6.649798208E0;5.108415387E-3;-9.384781122E-3;1.750890255E-2;2.051174524E-2
6.659727208E0;-5.380889241E-2;2.673960954E-2;1.720250845E-3;6.011125422E-2
6.669657208E0;3.298676104E-2;-5.246121883E-3;5.848385096E-2;6.734989993E-2
6.679586208E0;3.578275795E-2;-1.360369340E-2;3.148842573E-2;4.956800577E-2
6.689516208E0;-9.278338957E-3;4.057178289E-2;-1.394853294E-2;4.389440410E-2
6.699445208E0;-3.653675413E-2;2.971920446E-2;6.978593409E-2;8.419169860E-2
6.709375208E0;1.911426132E-2;-2.463431954E-3;2.355609298E-2;3.043539057E-2
6.719304208E0;7.242539464E-3;-2.456736892E-2;8.463669240E-2;8.842725652E-2
6.729234208E0;-1.267235985E-2;5.708899766E-2;-2.013313293E-2;6.184727480E-2
6.739163208E0;-1.394273597E-2;3.246037915E-2;6.535023630E-2;7.428815171E-2
6.749093208E0;-2.062371204E-2;-3.426029831E-3;3.054936290E-2;3.701808683E-2
6.759022208E0;4.537083032E-3;-1.398113117E-2;-5.229574263E-2;5.432220401E-2
6.768951208E0;-3.439133076E-2;2.762560889E-2;2.204341829E-2;4.931379308E-2
6.778881208E0;5.356938040E-3;7.074253857E-3;5.673260987E-2;5.742239002E-2
6.788810208E0;-2.281125592E-2;-2.344134137E-2;1.086225557E-1;1.134403345E-1
6.798740208E0;-7.301123540E-3;1.716742516E-3;-2.617447615E-2;2.722786829E-2
6.808669208E0;-4.688156355E-2;-1.651209846E-2;1.186271417E-1;1.286193187E-1
6.818599208E0;-2.098757103E-2;-3.119211808E-2;4.679819047E-2;6.002913459E-2
6.828528208E0;2.501152891E-2;-2.006910592E-3;6.311309159E-2;6.791808742E-2
6.838458208E0;-5.196251529E-2;1.519618258E-2;3.157437980E-2;6.267350653E-2
6.848387208E0;4.876041098E-4;-5.895747542E-3;1.972792089E-2;2.059583597E-2
6.858317208E0;1.187588571E-2;-1.062629119E-2;9.592883527E-2;9.724348905E-2
6.868246208E0;3.632618127E-2;3.024369970E-2;-3.280229509E-2;5.753488838E-2
6.878175208E0;-2.855710917E-2;2.940170065E-2;3.067390859E-2;5.119430782E-2
6.888105208E0;-5.269260412E-2;2.070835277E-2;5.115612030E-2;7.630396482E-2
6.898034208E0;3.986537528E-2;-1.502442062E-2;6.583204687E-2;7.841453791E-2
6.907964208E0;-1.134003179E-2;2.171845928E-2;-3.295139909E-2;4.106193488E-2
6.917893208E0;-3.957119181E-3;1.653154045E-2;3.574052095E-2;3.957695617E-2
6.927823208E0;-2.423941550E-3;-3.054380804E-2;5.414053917E-2;6.220930545E-2
6.937752208E0;3.738852671E-2;-1.146960586E-2;-4.458911240E-2;5.930971870E-2
6.947682208E0;1.170803065E-2;3.246374130E-2;9.516109586E-2;1.012255237E-1
6.957611208E0;-4.306641065E-3;7.878099829E-3;3.326364040E-2;3.445404747E-2
6.967541208E0;8.955745100E-3;-3.619031802E-2;1.080746716E-1;1.143244468E-1
6.977470208E0;-3.221678780E-6;-3.784347206E-2;-2.846424580E-3;3.795036918E-2
6.987399208E0;-1.825569477E-2;-1.596012130E-2;4.660289347E-2;5.253404176E-2
6.997329208E0;-1.084975646E-2;1.133029595E-2;4.039431989E-2;4.333351937E-2
7.007258208E0;1.383872862E-2;1.657320186E-2;-4.188360572E-3;2.199372170E-2
7.017188208E0;7.292421239E-3;1.730746597E-2;7.459293008E-2;7.692095296E-2
7.027117208E0;1.391504735E-2;3.720904917E-2;-1.496887207E-4;3.972611596E-2
7.037047208E0;1.197651606E-2;2.387783602E-2;1.363406968E-1;1.389329824E-1
7.046976208E0;7.014574570E-3;3.752304465E-3;1.116701245E-2;1.371080641E-2
7.056906208E0;2.511952424E-3;-1.725937262E-2;6.861532152E-2;7.079730359E-2
7.066835208E0;-4.971045105E-2;1.260630459E-2;1.045523089E-1;1.164527078E-1
7.076764208E0;-6.537501159E-3;-2.358927593E-2;4.108896911E-2;4.782777690E-2
7.086694208E0;-6.880187967E-3;-1.050920069E-2;4.713323593E-2;4.877829656E-2
7.096623208E0;1.793933071E-2;2.572877213E-2;2.126632333E-3;3.143742780E-2
7.106553208E0;-3.445639017E-2;4.243616760E-2;4.914292395E-2;7.350576929E-2
7.116482208E0;-1.365379901E-2;7.457100302E-3;5.364177167E-2;5.585225368E-2
7.126412208E0;8.793038330E-3;8.161105067E-3;6.640565872E-2;6.748060958E-2
7.136341208E0;-3.897847144E-2;-1.288477823E-2;-3.507393837E-2;5.399555443E-2
7.146271208E0;-6.618956756E-4;2.064944208E-3;1.230184007E-1;1.230375106E-1
7.156200208E0;1.541995278E-2;-1.679232627E-2;3.716841102E-2;4.360330197E-2
7.166130208E0;1.631172169E-3;2.457730919E-3;-4.764369786E-2;4.773492547E-2
7.176059208E0;4.940160386E-2;9.545141011E-3;1.533139944E-3;5.033864022E-2
7.185988208E0;4.837613014E-2;3.244181424E-2;6.795049310E-3;5.864208364E-2
7.195918208E0;2.872417509E-2;3.402918711E-2;4.697302222E-2;6.472656817E-2
7.205847208E0;1.817014270E-2;-4.780098796E-3;-3.952951670E-2;4.376740934E-2
7.215777208E0;-2.387466802E-2;-6.721944496E-2;1.181079090E-2;7.230455266E-2
7.225706208E0;-1.202239387E-2;-8.679007575E-2;6.687869847E-2;1.102262016E-1
7.235636208E0;-4.648498985E-2;-7.316328585E-2;6.540636957E-2;1.085896582E-1
7.245565208E0;-1.022198180E-1;-8.435924202E-3;5.054216266E-2;1.143440695E-1
7.255495208E0;-5.707972434E-2;2.307311296E-2;4.221104980E-3;6.171127288E-2
7.265424208E0;-5.283900378E-2;2.417341277E-2;1.237995887E-1;1.367576410E-1
7.275354208E0;-2.469603736E-2;6.782843247E-2;2.810873508E-2;7.746413041E-2
7.285282667E0;-3.598715925E-2;1.055989605E-1;1.202129066E-2;1.122084111E-1
7.295211667E0;-4.372905093E-2;8.552883133E-2;4.020779371E-2;1.041349008E-1
7.305141667E0;5.181249767E-4;4.517704993E-3;4.399328113E-2;4.422767116E-2
7.315070667E0;-4.874266377E-2;-2.276028693E-2;2.530090213E-2;5.944757001E-2
7.325000667E0;-6.138443537E-3;-7.388234720E-2;-5.374175906E-3;7.433144343E-2
7.334929667E0;1.412079739E-4;-1.068783313E-1;5.411364198E-2;1.197968442E-1
7.344859667E0;5.254797690E-2;-7.378031328E-2;-3.348291099E-2;9.657085395E-2
7.354788667E0;8.633556437E-2;1.365281001E-2;1.560329497E-2;8.879015548E-2
7.364718667E0;8.063652995E-2;4.682128698E-2;-4.727239966E-2;1.045426355E-1
7.374647667E0;5.078798326E-2;4.397033080E-2;4.493936062E-2;8.082298786E-2
7.384576667E0;6.465001395E-2;5.405370802E-2;7.184941649E-2;1.107418905E-1
7.394506667E0;2.459115065E-3;4.631564900E-2;6.555781245E-2;8.030574925E-2
7.404435667E0;1.919431221E-2;-2.643789321E-2;5.127657294E-2;6.080025289E-2
7.414365667E0;-1.963493417E-2;-7.570740938E-2;1.768198013E-3;7.823214812E-2
7.424294667E0;-3.164444589E-2;-8.261691794E-2;5.130580902E-2;1.022702895E-1
7.434224667E0;-2.806248270E-2;-2.373896465E-2;-1.245924711E-2;3.881074872E-2
7.444153667E0;-4.722085280E-2;2.628761977E-2;8.224518120E-2;9.841299571E-2
7.454083667E0;-4.860977209E-2;8.081480607E-2;7.845560074E-2;1.226752791E-1
7.464012667E0;-4.004014308E-2;5.932248786E-2;8.103480756E-2;1.081157281E-1
7.473942667E0;-3.894828519E-2;8.695452869E-2;9.723919630E-2;1.361378723E-1
7.483871667E0;-3.155156881E-2;1.014317961E-1;3.830277085E-2;1.129203835E-1
7.493800667E0;-3.608068044E-2;5.564941317E-2;7.457948148E-2;9.980366599E-2
7.503730667E0;-3.134722689E-2;-7.286683202E-2;3.569549739E-2;8.698501237E-2
7.513659667E0;-2.122047979E-2;-1.113986675E-1;7.734696865E-2;1.372680788E-1
7.523589667E0;-9.685565550E-3;-6.909333140E-2;-1.350122094E-3;6.978195650E-2
7.533518667E0;2.252883312E-2;-8.572895229E-3;5.900542259E-2;6.373917751E-2
7.543448667E0;4.186875014E-2;1.428620964E-2;-8.010685444E-5;4.423906013E-2
7.553377667E0;4.709671824E-2;6.410448700E-3;-1.563837826E-2;5.003752189E-2
7.563307667E0;4.247280406E-2;6.562213182E-2;7.453621209E-2;1.080085653E-1
7.573236667E0;3.600848788E-2;7.782424763E-2;-1.231891394E-2;8.663128972E-2
7.583165667E0;3.483603664E-2;4.412528202E-2;7.691661358E-2;9.527200746E-2
7.593095667E0;3.493661103E-3;-8.568655998E-3;2.859054565E-2;3.005073767E-2
7.603024667E0;3.351146642E-3;-4.288172543E-2;3.594400406E-2;5.605393820E-2
7.612954667E0;1.128786709E-2;-1.969196051E-2;-3.917751431E-2;4.527766425E-2
7.622883667E0;-4.939038908E-2;1.532789111E-2;-7.247039080E-3;5.221948252E-2
7.632813667E0;-1.663677206E-2;3.885240912E-2;-2.396013558E-2;4.858374189E-2
7.642742667E0;5.602767777E-3;4.953454122E-2;-3.827353477E-2;6.284843073E-2
7.652672667E0;-1.800062826E-2;3.498432979E-2;3.251928985E-2;5.104341447E-2
7.662601667E0;-3.649943244E-2;1.825222984E-2;-4.252212167E-2;5.893626468E-2
7.672531667E0;-5.797393721E-2;4.333035305E-2;1.179038411E-1;1.383467117E-1
7.682460667E0;-3.263071814E-2;5.361750573E-2;-1.355852365E-2;6.421397239E-2
7.692389667E0;-6.848160300E-2;6.446993798E-3;-2.172182143E-2;7.213273324E-2
7.702319667E0;-4.979833744E-3;-3.799520731E-3;-7.787321806E-3;9.993872263E-3
7.712248667E0;-3.890020098E-4;-4.745600224E-3;-4.102640390E-2;4.130179005E-2
7.722178667E0;-1.147174832E-2;-5.146909252E-2;-1.600733757E-2;5.510810603E-2
7.732107667E0;6.694376701E-5;-4.420495033E-4;-5.315703750E-2;5.315891764E-2
7.742037667E0;-1.331610632E-2;7.365430579E-2;4.416518927E-2;8.690707331E-2
7.751966667E0;3.872761675E-2;8.973414883E-2;-5.714016080E-2;1.132123833E-1
7.761896667E0;-4.262469462E-3;1.342944637E-2;-8.864554346E-2;8.975829238E-2
7.771825667E0;3.622605912E-3;3.936140925E-2;-1.187318069E-1;1.251386662E-1
7.781755667E0;4.812717580E-2;4.493307486E-2;-8.817484260E-2;1.100454867E-1
7.791684667E0;3.471176731E-3;3.305226356E-2;-1.517937183E-1;1.553892986E-1
7.801613667E0;4.256955720E-4;5.872548714E-2;-1.469340974E-1;1.582355619E-1
7.811543667E0;-3.772843266E-2;2.481382906E-2;2.967111111E-2;5.403272692E-2
7.821472667E0;2.840747527E-2;3.327007234E-2;-5.989244521E-2;7.416864134E-2
7.831402667E0;4.747364438E-2;-1.809274703E-2;1.192831993E-3;5.081847355E-2
7.841331667E0;-8.790059905E-3;2.573754296E-2;-1.274517596E-1;1.303212849E-1
7.851261667E0;-4.622653378E-3;-1.268991977E-3;-7.435144007E-2;7.450581122E-2
7.861190667E0;1.005406804E-2;-2.941865757E-2;-3.506341338E-2;4.686133433E-2
7.871120667E0;-7.823643065E-3;3.446553558E-2;-1.474878287E-1;1.516632525E-1
7.881049667E0;-3.635474583E-2;9.054121077E-2;-6.626707971E-2;1.179436486E-1
7.890978667E0;-4.234218274E-2;6.589008048E-2;-1.089201790E-1;1.341565076E-1
7.900908667E0;2.732438135E-3;-4.143073887E-2;-6.373757422E-2;7.606872359E-2
7.910837667E0;-6.294790318E-3;5.128592849E-3;-1.225886303E-1;1.228572307E-1
7.920767667E0;-9.801705871E-3;4.495295539E-2;-7.019582391E-2;8.393030043E-2
7.930696667E0;-1.073091523E-2;5.443026870E-2;-1.084594184E-1;1.218246779E-1
7.940626667E0;-1.550836679E-2;2.927028447E-2;-1.285194612E-1;1.327196703E-1
7.950555667E0;-2.775339796E-2;1.781193450E-2;-1.417815310E-1;1.455662002E-1
7.960485667E0;1.375276542E-2;4.843804210E-2;-2.067569607E-1;2.127999608E-1
7.970414667E0;-1.070256766E-2;2.812949270E-2;-9.625335574E-2;1.008490050E-1
7.980344667E0;6.413095936E-3;3.076117828E-2;-1.909671396E-1;1.935350777E-1
7.990273667E0;-5.334501634E-3;7.034185812E-2;-1.227997148E-1;1.416199275E-1
8.000202667E0;1.126988690E-2;7.337919429E-2;-1.567229211E-1;1.734173882E-1
8.010132667E0;7.743054729E-2;4.115928188E-2;-1.124963361E-1;1.426359063E-1
8.020061667E0;2.554212261E-3;1.177965447E-2;-1.146258920E-1;1.152578821E-1
8.029991667E0;3.120937650E-2;5.221271217E-3;-2.235694599E-1;2.257976755E-1
8.039920667E0;4.004123943E-2;2.511583775E-2;-9.042485118E-2;1.020331312E-1
8.049850667E0;3.435484733E-2;1.938936710E-3;-1.705802375E-1;1.740161844E-1
8.059779667E0;-4.250628850E-4;2.548728213E-2;-1.583735901E-1;1.604118957E-1
8.069709667E0;-4.372912859E-2;5.056452826E-2;-1.854046834E-1;1.970885710E-1
8.079638667E0;-3.644108134E-3;4.111250415E-2;-1.163765484E-1;1.234788182E-1
8.089567667E0;-4.340143327E-2;1.690123066E-2;-1.044710326E-1;1.143832709E-1
8.099497667E0;-3.410614652E-2;5.092413202E-2;-1.577034992E-1;1.691948289E-1
8.109426667E0;-2.438245987E-2;8.458392128E-2;-1.784149218E-1;1.989493111E-1
8.119356667E0;3.401964884E-3;4.011979312E-2;-2.049864239E-1;2.089033392E-1
8.129285667E0;-4.221704319E-2;5.151426226E-2;-1.466557699E-1;1.610711421E-1
8.139215667E0;-5.921169683E-2;4.577595100E-2;-2.691350573E-1;2.793477077E-1
8.149144667E0;-1.853124709E-2;8.663527071E-2;-2.347335488E-1;2.508962259E-1
8.159074667E0;-6.507880672E-2;5.232439399E-2;-1.785330355E-1;1.970967733E-1
8.169003667E0;-4.564469928E-2;5.444591001E-2;-2.303966689E-1;2.411025108E-1
8.178933667E0;-4.109819675E-2;6.590645269E-2;-1.610282260E-1;1.787814640E-1
8.188862667E0;2.327341893E-2;5.062563166E-2;-1.620544124E-1;1.713658052E-1
8.198791667E0;3.602353533E-2;3.134195298E-2;-1.812110603E-1;1.873965354E-1
8.208721667E0;-6.812803375E-3;-6.560722142E-3;-2.707307625E-1;2.708959267E-1
8.218650667E0;1.546032826E-2;5.673655674E-2;-2.705606085E-1;2.768774124E-1
8.228580667E0;1.470732109E-2;6.614516526E-2;-2.412251276E-1;2.505614702E-1
8.238509667E0;2.738984276E-2;5.446959123E-2;-2.132339215E-1;2.217788203E-1
8.248439667E0;-3.732965941E-2;5.396629214E-2;-2.046110326E-1;2.148756357E-1
8.258368667E0;7.178348000E-4;6.174016535E-2;-2.240220344E-1;2.323752035E-1
8.268298667E0;3.263399349E-2;3.724208593E-2;-2.186244696E-1;2.241620156E-1
8.278227667E0;3.246065781E-3;1.268758088E-2;-1.432328099E-1;1.438302801E-1
8.288157417E0;1.647311855E-2;7.133339971E-2;-2.963941920E-1;3.053020383E-1
8.298086417E0;-1.089828950E-2;6.780255854E-2;-2.895482719E-1;2.975805125E-1
8.308015417E0;3.549467980E-2;5.442646801E-2;-2.387383068E-1;2.474229008E-1
8.317945417E0;1.315303295E-2;4.518465132E-2;-3.499751526E-1;3.531249955E-1
8.327874417E0;-2.209373860E-2;6.062846348E-2;-2.098869753E-1;2.195825272E-1
8.337804417E0;-2.243723968E-2;9.147647291E-2;-3.134937894E-1;3.273373349E-1
8.347733417E0;-3.457981667E-2;3.694607064E-2;-2.278034288E-1;2.333563327E-1
8.357663417E0;-1.796436639E-2;7.167546183E-2;-2.264796191E-1;2.382291086E-1
8.367592417E0;-4.904915837E-2;6.785094425E-2;-3.861600620E-1;3.951318312E-1
8.377522417E0;1.439103926E-2;5.049421549E-2;-1.745469886E-1;1.822729246E-1
8.387451417E0;4.958450294E-3;3.818173349E-2;-3.996086580E-1;4.014592265E-1
8.397381417E0;2.425018717E-2;3.213337362E-2;-1.980867094E-1;2.021360178E-1
8.407310417E0;9.692022612E-3;7.712755188E-2;-3.123319477E-1;3.218599697E-1
8.417239417E0;-2.291486355E-2;7.492709845E-2;-3.312342417E-1;3.403752105E-1
8.427169417E0;-1.294984678E-2;6.942706123E-2;-1.407226002E-1;1.574505179E-1
8.437098417E0;-3.298236421E-2;5.614233345E-2;-3.885498190E-1;3.939679680E-1
8.447028417E0;-1.723445343E-2;9.440344289E-2;-2.844255263E-1;3.001781411E-1
8.456957417E0;2.466630107E-2;8.727495611E-2;-3.419200283E-1;3.537437634E-1
8.466887417E0;4.625485623E-2;5.903495103E-2;-3.577028328E-1;3.654804424E-1
8.476816417E0;5.192802586E-2;7.394462004E-2;-2.183508199E-1;2.363078654E-1
8.486746417E0;5.704733168E-3;6.690720364E-2;-3.712572634E-1;3.772811598E-1
8.496675417E0;6.116999787E-2;8.260624677E-2;-2.812218368E-1;2.994182395E-1
8.506604417E0;-5.800273474E-3;7.338679567E-2;-3.662824523E-1;3.736068787E-1
8.516534417E0;-1.039113079E-1;7.577552944E-2;-4.426991290E-1;4.610010950E-1
8.526463417E0;-3.843299931E-2;3.067668602E-2;-3.198853809E-1;3.236430308E-1
8.536393417E0;7.492327492E-3;-2.813987151E-2;-3.533630294E-1;3.545608803E-1
8.546322417E0;5.090999820E-2;2.710754558E-2;-2.864983642E-1;2.922464023E-1
8.556252417E0;-7.152322409E-2;6.361258999E-2;-3.376422054E-1;3.509478480E-1
8.566181417E0;-8.303074549E-2;5.832963064E-2;-5.128341419E-1;5.227765369E-1
8.576111417E0;9.573943117E-3;2.123226330E-2;-3.177096319E-1;3.185622068E-1
8.586040417E0;-4.572332606E-2;9.594754636E-2;-4.044747108E-1;4.182061046E-1
8.595970417E0;-1.229477590E-2;1.482101060E-1;-3.537524539E-1;3.837423559E-1
8.605899417E0;-9.732028074E-3;1.136991084E-1;-2.692911780E-1;2.924721152E-1
8.615828417E0;5.564594138E-3;5.682455733E-2;-4.250165641E-1;4.288345541E-1
8.625758417E0;5.822709423E-2;4.209191278E-2;-2.620418000E-1;2.717131366E-1
8.635687417E0;-4.561938266E-3;1.306498942E-1;-3.698270345E-1;3.922527776E-1
8.645617417E0;2.683015687E-2;1.266739337E-1;-3.810934496E-1;4.024901988E-1
8.655546417E0;1.242459094E-2;7.033381820E-2;-3.064315224E-1;3.146450291E-1
8.665476417E0;3.278496129E-2;3.628577381E-2;-5.213202059E-1;5.236088886E-1
8.675405417E0;6.038664456E-2;7.631785870E-2;-3.902548671E-1;4.022061955E-1
8.685335417E0;3.298490637E-2;9.718174741E-2;-4.235980296E-1;4.358527122E-1
8.695264417E0;-5.474741163E-3;3.972554460E-2;-4.856130141E-1;4.872659347E-1
8.705193417E0;-3.339451525E-2;4.042472541E-3;-3.164975041E-1;3.182800737E-1
8.715123417E0;-6.190933261E-2;5.310441256E-2;-4.432130992E-1;4.506558503E-1
8.725052417E0;-5.757680163E-4;1.117300585E-1;-4.457414353E-1;4.595316797E-1
8.734982417E0;-1.685733315E-2;8.775325835E-2;-3.278896344E-1;3.398476370E-1
8.744911417E0;-2.386386666E-2;4.498394564E-2;-4.835086012E-1;4.861826888E-1
8.754841417E0;-4.687233134E-3;1.056961705E-1;-4.375395459E-1;4.501494250E-1
8.764770417E0;-4.508564151E-3;2.323348747E-1;-3.563573885E-1;4.254296763E-1
8.774700417E0;2.381765995E-2;1.903109358E-1;-4.170988494E-1;4.590827631E-1
8.784629417E0;-6.707044146E-2;5.365156576E-2;-3.579449075E-1;3.681052723E-1
8.794558417E0;-1.964031772E-2;2.434692889E-2;-4.418635619E-1;4.429694372E-1
8.804488417E0;5.028395327E-3;8.889668137E-3;-5.176130712E-1;5.177138229E-1
8.814417417E0;-1.262351961E-2;7.001456022E-2;-4.325553793E-1;4.383669103E-1
8.824347417E0;4.431159806E-2;9.878520012E-2;-4.763328981E-1;4.884824084E-1
8.834276417E0;1.632673944E-2;8.694941238E-2;-5.020050985E-1;5.097409946E-1
8.844206417E0;5.866911176E-2;1.001826847E-1;-4.361058086E-1;4.512947056E-1
8.854135417E0;6.241026540E-2;1.045148867E-1;-4.186676574E-1;4.360057455E-1
8.864065417E0;3.509804900E-3;1.493400805E-1;-4.130923373E-1;4.392721906E-1
8.873994417E0;-2.043971661E-2;1.222471529E-1;-3.624718219E-1;3.830769767E-1
8.883924417E0;-8.220954973E-2;4.616508320E-2;-4.843254572E-1;4.934174434E-1
8.893853417E0;-2.376297478E-2;7.973029375E-2;-4.628153050E-1;4.702335646E-1
8.903782417E0;-5.036332465E-2;1.038183372E-1;-4.071077120E-1;4.231446571E-1
8.913712417E0;1.583496805E-3;7.479860589E-2;-5.024307758E-1;5.079704946E-1
8.923641417E0;1.007460639E-2;4.578691453E-2;-4.597648126E-1;4.621489177E-1
8.933571417E0;-4.692319755E-3;7.794382319E-2;-4.483422768E-1;4.550912597E-1
8.943500417E0;7.033633981E-3;1.542048177E-1;-5.527875817E-1;5.739361535E-1
8.953430417E0;-7.054186030E-2;2.145049600E-1;-4.724088317E-1;5.236016007E-1
8.963359417E0;-7.990446312E-3;1.794976799E-1;-3.403804564E-1;3.848923479E-1
8.973289417E0;-6.506304665E-2;2.188086569E-2;-4.830577809E-1;4.879106393E-1
8.983218417E0;-5.300709296E-2;3.907109499E-3;-4.265537971E-1;4.298524855E-1
8.993148417E0;2.898675390E-2;7.180044606E-2;-3.718776530E-1;3.798532937E-1
9.003077417E0;1.367340317E-2;8.105308011E-2;-5.645065713E-1;5.704596680E-1
9.013006417E0;6.333700797E-2;8.543176755E-2;-4.359175283E-1;4.487028582E-1
9.022936417E0;4.178173626E-2;6.184044510E-2;-3.941187072E-1;4.011228110E-1
9.032865417E0;4.500810195E-2;7.452978015E-2;-5.168693054E-1;5.241510242E-1
9.042795417E0;1.651166220E-2;1.212408471E-1;-4.342148191E-1;4.511257996E-1
9.052724417E0;-9.524175546E-3;1.327078217E-1;-4.296323562E-1;4.497622009E-1
