"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
9.062654417E0;-1.401200721E-3;1.180386195E-1;-5.286491060E-1;5.416686777E-1
9.072583417E0;-1.773303592E-2;1.337946729E-1;-4.503554732E-1;4.701441558E-1
9.082513417E0;-2.830994097E-2;6.425183684E-2;-4.371974838E-1;4.427994931E-1
9.092442417E0;-1.759309332E-2;5.344165072E-2;-5.261693019E-1;5.291688400E-1
9.102371417E0;9.898093566E-3;1.031095085E-1;-4.265327471E-1;4.389302079E-1
9.112301417E0;-3.644937251E-3;1.005528134E-1;-3.969218624E-1;4.094766400E-1
9.122230417E0;-1.487917670E-3;9.138891086E-2;-4.768614864E-1;4.855419901E-1
9.132160417E0;-3.321584627E-2;1.462650298E-1;-4.386756599E-1;4.636087639E-1
9.142089417E0;-1.838467384E-2;1.263210543E-1;-4.070714593E-1;4.266171327E-1
9.152019417E0;-1.751470180E-2;7.721160561E-2;-4.356643438E-1;4.427999744E-1
9.161948417E0;-1.584249177E-2;1.794934407E-2;-4.458402532E-1;4.464825807E-1
9.171878417E0;-2.642139767E-2;3.489150524E-2;-4.473324627E-1;4.494683966E-1
9.181807417E0;-3.743794025E-4;4.250823453E-2;-5.007485318E-1;5.025496814E-1
9.191737417E0;2.431987867E-2;1.374651164E-1;-4.926302576E-1;5.120280123E-1
9.201666417E0;-2.013945067E-2;1.538564698E-1;-5.213576281E-1;5.439588102E-1
9.211595417E0;1.829106586E-2;1.334182584E-1;-4.028176099E-1;4.247317055E-1
9.221525417E0;3.014701508E-2;1.001528639E-1;-4.186904615E-1;4.315566489E-1
9.231454417E0;-2.721341902E-2;9.967324600E-2;-4.613306969E-1;4.727592813E-1
9.241384417E0;2.516817490E-3;1.018745765E-1;-4.221929437E-1;4.343174477E-1
9.251313417E0;-1.447955148E-2;8.859628066E-2;-4.926127160E-1;5.007257196E-1
9.261243417E0;-3.040074312E-2;7.293758333E-2;-5.251577336E-1;5.310694318E-1
9.271172417E0;2.894672788E-2;3.129517525E-2;-5.489371902E-1;5.505899925E-1
9.281102667E0;-1.260956624E-2;6.079759419E-2;-4.067305666E-1;4.114427086E-1
9.291031667E0;2.184569560E-2;1.353719594E-1;-4.333184409E-1;4.544971650E-1
9.300960667E0;5.293699033E-2;1.359004015E-1;-4.884892595E-1;5.097970191E-1
9.310890667E0;-4.687707307E-2;1.175848755E-1;-4.035736549E-1;4.229602320E-1
9.320819667E0;-6.071808119E-3;8.775135800E-2;-4.425991416E-1;4.512551028E-1
9.330749667E0;-3.208774250E-2;9.057044685E-2;-4.928466046E-1;5.021258853E-1
9.340678667E0;-3.433604945E-2;6.407028079E-2;-4.340926123E-1;4.401367528E-1
9.350608667E0;-4.718826371E-3;5.751511350E-2;-4.066685861E-1;4.107427352E-1
9.360537667E0;1.122445449E-2;6.901951030E-2;-4.228864235E-1;4.286287535E-1
9.370467667E0;1.080373362E-2;8.468990207E-2;-4.869830167E-1;4.944103142E-1
9.380396667E0;-8.023366593E-3;1.166386499E-1;-4.956497598E-1;5.092520333E-1
9.390325667E0;1.543079297E-2;1.345477943E-1;-4.541655189E-1;4.739277760E-1
9.400255667E0;-2.507038022E-2;1.384031560E-1;-5.032400304E-1;5.225270192E-1
9.410184667E0;-2.686227773E-2;8.624423817E-2;-4.842114365E-1;4.925650879E-1
9.420114667E0;1.468145630E-2;6.826653510E-2;-4.486352223E-1;4.540368131E-1
9.430043667E0;-3.603464275E-2;8.060079798E-2;-4.117755443E-1;4.211342814E-1
9.439973667E0;1.235815880E-3;9.713219225E-2;-4.222169173E-1;4.332474065E-1
9.449902667E0;2.694886905E-2;1.275950164E-1;-4.419623798E-1;4.608009059E-1
9.459832667E0;-1.241602797E-2;6.105384842E-2;-3.910565203E-1;3.959885507E-1
9.469761667E0;2.725508043E-2;5.241107896E-2;-4.552665496E-1;4.590832079E-1
9.479690667E0;3.978216666E-2;7.787687257E-2;-5.239707488E-1;5.312181978E-1
9.489620667E0;-2.746412067E-3;1.026165882E-1;-4.780350226E-1;4.889327048E-1
9.499549667E0;-3.177356429E-3;1.020014611E-1;-4.001740837E-1;4.129814656E-1
9.509479667E0;-2.300632908E-2;1.073184805E-1;-4.413507611E-1;4.547934055E-1
9.519408667E0;-3.028430359E-2;1.072820815E-1;-4.302796429E-1;4.444852699E-1
9.529338667E0;-2.700938545E-3;4.277121305E-2;-4.517108577E-1;4.537393203E-1
9.539267667E0;1.425081115E-2;8.586402297E-2;-4.341230178E-1;4.427623636E-1
9.549197667E0;1.073475475E-2;1.216826043E-1;-5.717781687E-1;5.846812510E-1
9.559126667E0;-2.929739865E-2;1.118529962E-1;-4.863953716E-1;4.999498853E-1
9.569056667E0;2.092360112E-2;8.872418851E-2;-4.429990911E-1;4.522808568E-1
9.578985667E0;9.167141360E-3;1.113502818E-1;-3.498161083E-1;3.672250419E-1
9.588914667E0;-5.039089336E-2;8.250918299E-2;-3.788732618E-1;3.910140099E-1
9.598844667E0;-1.040194083E-2;9.079804972E-2;-5.007105249E-1;5.089828248E-1
9.608773667E0;1.563649162E-2;7.301418185E-2;-4.523300779E-1;4.584518186E-1
9.618703667E0;-6.946106188E-3;8.064450592E-2;-4.516553092E-1;4.588510685E-1
9.628632667E0;-1.018355189E-2;3.762712508E-2;-5.306494385E-1;5.320792534E-1
9.638562667E0;7.743689243E-3;1.005168530E-1;-4.141881055E-1;4.262808806E-1
9.648491667E0;-2.231331069E-2;1.113685544E-1;-4.140004098E-1;4.292984720E-1
9.658421667E0;2.306466191E-2;9.386739939E-2;-4.120263898E-1;4.232124918E-1
9.668350667E0;8.519575931E-7;9.065990925E-2;-4.408759671E-1;4.501009193E-1
9.678280667E0;2.379524181E-2;8.206976473E-2;-4.739413869E-1;4.815829088E-1
9.688209667E0;-3.039830374E-3;7.714787096E-2;-5.005321848E-1;5.064518759E-1
9.698138667E0;1.926559799E-2;1.218757086E-1;-4.793792975E-1;4.950044065E-1
9.708068667E0;1.384233060E-2;1.331782302E-1;-4.167708206E-1;4.377510343E-1
9.717997667E0;-3.921233266E-2;6.515815526E-2;-4.419033229E-1;4.483990846E-1
9.727927667E0;-9.665164249E-3;2.575011447E-2;-4.661084569E-1;4.669192407E-1
9.737856667E0;-1.625659113E-2;1.192193185E-1;-4.204118818E-1;4.372912908E-1
9.747786667E0;1.718017254E-2;1.454011036E-1;-5.041533655E-1;5.249830999E-1
9.757715667E0;1.343771698E-2;1.265109426E-1;-4.969069111E-1;5.129347611E-1
9.767645667E0;4.382442450E-4;8.980533868E-2;-4.346264631E-1;4.438077887E-1
9.777574667E0;4.625497957E-2;9.294017717E-2;-4.851078147E-1;4.960917168E-1
9.787503667E0;-5.102351184E-3;1.027453731E-1;-3.714180619E-1;3.854011188E-1
9.797433667E0;2.659103544E-3;1.003382206E-1;-4.294879299E-1;4.410608930E-1
9.807362667E0;1.245367170E-2;8.174685225E-2;-4.789039189E-1;4.859903346E-1
9.817292667E0;-3.816238743E-2;4.078462154E-2;-3.987532103E-1;4.026460926E-1
9.827221667E0;4.860963961E-3;3.629761443E-2;-4.583486170E-1;4.598093088E-1
9.837151667E0;1.604072380E-2;1.108651091E-1;-4.752078938E-1;4.882324442E-1
9.847080667E0;4.239244139E-2;1.027137981E-1;-4.837003899E-1;4.962996177E-1
9.857010667E0;2.893377493E-2;8.159745589E-2;-4.393685549E-1;4.478169662E-1
9.866939667E0;-1.954620039E-2;1.443471430E-1;-4.329266775E-1;4.567752836E-1
9.876868667E0;1.390942968E-2;1.463686717E-1;-4.862293106E-1;5.079726398E-1
9.886798667E0;-2.763342954E-2;9.789393827E-2;-4.480803216E-1;4.594810161E-1
9.896727667E0;-1.094684651E-2;7.269711658E-2;-4.498584598E-1;4.558259954E-1
9.906657667E0;1.238855976E-2;1.017997321E-1;-4.955024099E-1;5.060032610E-1
9.916586667E0;-3.306869058E-2;7.462640539E-2;-4.611143500E-1;4.682831221E-1
9.926516667E0;1.627079118E-2;2.412137255E-2;-3.810414094E-1;3.821506704E-1
9.936445667E0;-1.648889689E-3;8.583434835E-2;-4.250949168E-1;4.336772331E-1
9.946375667E0;-2.405519623E-2;1.331959181E-1;-4.065750307E-1;4.285126143E-1
9.956304667E0;-2.689528252E-2;8.110044256E-2;-4.225665808E-1;4.311184909E-1
9.966234667E0;-2.622563243E-2;4.736259297E-2;-4.674568248E-1;4.705814298E-1
9.976163667E0;-2.345005509E-2;8.735213935E-2;-4.443486285E-1;4.534600368E-1
9.986092667E0;-1.840175868E-2;1.252897516E-1;-5.140404224E-1;5.294088236E-1
9.996022667E0;3.145998451E-3;1.379904887E-1;-5.459019005E-1;5.630809509E-1
1.000595167E1;2.440548556E-2;1.026852930E-1;-4.724012303E-1;4.840483649E-1
1.001588167E1;2.455735328E-2;8.795761853E-2;-4.562974137E-1;4.653460390E-1
1.002581067E1;1.364192870E-2;8.718534753E-2;-4.206042552E-1;4.297619417E-1
1.003574067E1;-2.280918884E-3;9.568500638E-2;-3.815670741E-1;3.933881735E-1
1.004566967E1;-2.473343670E-2;7.301520512E-2;-4.333967936E-1;4.401996635E-1
1.005559967E1;-3.419616167E-3;5.319782183E-2;-3.988549519E-1;4.024015092E-1
1.006552867E1;-1.167439546E-2;9.181941211E-2;-4.052395266E-1;4.156755585E-1
1.007545767E1;4.763610105E-3;1.040377539E-1;-4.802172035E-1;4.913808185E-1
1.008538767E1;1.232667520E-2;1.181532249E-1;-4.743191171E-1;4.889690750E-1
1.009531667E1;1.736791156E-2;1.059601723E-1;-4.991013712E-1;5.105206961E-1
1.010524667E1;4.313785175E-2;1.390023494E-1;-4.655254894E-1;4.877463569E-1
1.011517567E1;-2.703471120E-2;9.752483279E-2;-4.616815299E-1;4.726434213E-1
1.012510567E1;-3.891108685E-2;6.634338588E-2;-4.939178145E-1;4.998703082E-1
1.013503467E1;-3.751379645E-2;5.587993965E-2;-4.280717343E-1;4.333304308E-1
1.014496467E1;9.848029066E-3;4.744898558E-2;-4.241295415E-1;4.268890464E-1
1.015489367E1;-6.234043229E-3;5.544169083E-2;-5.068577027E-1;5.099189889E-1
1.016482367E1;1.299227335E-2;9.165861368E-2;-4.574218333E-1;4.666956548E-1
1.017475267E1;2.657205027E-2;1.508463232E-1;-4.619592726E-1;4.866898978E-1
1.018468167E1;2.626002822E-2;1.720471577E-1;-5.016402322E-1;5.309733855E-1
1.019461167E1;2.326520314E-3;1.720454036E-1;-4.344598174E-1;4.672904520E-1
1.020454067E1;-1.561329462E-2;1.327336957E-1;-4.351299083E-1;4.551923177E-1
1.021447067E1;-2.147391090E-2;1.143278302E-1;-4.243090510E-1;4.399660810E-1
1.022439967E1;-4.137049427E-2;4.372401685E-2;-4.261591101E-1;4.303892361E-1
1.023432967E1;-1.384341782E-2;3.372673988E-2;-4.157200760E-1;4.173156057E-1
1.024425867E1;4.870214439E-3;3.715130791E-2;-4.163925058E-1;4.180749425E-1
1.025418867E1;2.522732086E-2;5.970167980E-2;-3.905501515E-1;3.958915623E-1
1.026411767E1;1.010403661E-2;9.790504798E-2;-4.596215558E-1;4.700419817E-1
1.027404667E1;2.562060093E-2;1.309200355E-1;-5.162600255E-1;5.332174836E-1
1.028397717E1;2.258310944E-2;1.450993873E-1;-4.987979007E-1;5.199645899E-1
1.029390617E1;-1.418120644E-2;1.312939650E-1;-4.866263366E-1;5.042265397E-1
1.030383617E1;-7.046150677E-3;1.060459802E-1;-4.996410692E-1;5.108195338E-1
1.031376517E1;-2.932499477E-2;9.039254531E-2;-4.302001208E-1;4.405711197E-1
1.032369517E1;2.370381283E-3;7.863964185E-2;-4.417401856E-1;4.486916576E-1
1.033362417E1;5.352669116E-3;6.432916626E-2;-4.387621987E-1;4.434852418E-1
1.034355417E1;-1.432307451E-2;7.054987282E-2;-4.149201769E-1;4.211189715E-1
1.035348317E1;-1.208984926E-3;9.621110961E-2;-4.592432410E-1;4.692146562E-1
1.036341317E1;-1.281057341E-2;1.320742759E-1;-4.269478995E-1;4.470930932E-1
1.037334217E1;-7.287099359E-3;1.370436783E-1;-4.291172165E-1;4.505281978E-1
1.038327117E1;5.157310443E-3;9.874982446E-2;-4.347749823E-1;4.458782468E-1
1.039320117E1;1.083028364E-2;1.105544758E-1;-4.871432304E-1;4.996479902E-1
1.040313017E1;4.431355780E-3;9.389809728E-2;-4.884717178E-1;4.974345271E-1
1.041306017E1;-3.167676089E-2;7.003268659E-2;-4.642338395E-1;4.705539843E-1
1.042298917E1;-3.498823555E-2;6.884204730E-2;-4.645320475E-1;4.709070261E-1
1.043291917E1;-6.873310637E-4;6.336686075E-2;-4.293440884E-1;4.339955965E-1
1.044284817E1;-2.650155477E-2;6.103279844E-2;-4.528873175E-1;4.577491205E-1
1.045277817E1;7.461935675E-3;8.121051639E-2;-4.589327538E-1;4.661224099E-1
1.046270717E1;-1.137146400E-4;1.409333923E-1;-4.428189969E-1;4.647051732E-1
1.047263617E1;-4.010397366E-3;1.201965344E-1;-4.560325348E-1;4.716237515E-1
1.048256617E1;3.359705960E-2;9.568471402E-2;-4.567745465E-1;4.678966908E-1
1.049249517E1;-2.061182347E-3;1.188180533E-1;-4.798119915E-1;4.943091395E-1
1.050242517E1;-1.416097873E-2;1.230435437E-1;-4.429827189E-1;4.599716690E-1
1.051235417E1;-1.319156976E-2;8.575102553E-2;-4.505677271E-1;4.588447805E-1
1.052228417E1;-1.284149970E-2;6.977672473E-2;-4.499613708E-1;4.555205052E-1
1.053221317E1;1.275206471E-2;1.009542248E-1;-4.444684964E-1;4.559677784E-1
1.054214317E1;-9.501645493E-3;1.055363953E-1;-4.165661681E-1;4.298320421E-1
1.055207217E1;-1.808583773E-2;9.060947701E-2;-4.094524455E-1;4.197481149E-1
1.056200117E1;-4.194349400E-4;6.430241525E-2;-3.983690482E-1;4.035255570E-1
1.057193117E1;4.972232364E-3;5.268984497E-2;-4.606278616E-1;4.636582467E-1
1.058186017E1;2.020920156E-2;8.302534595E-2;-5.049187660E-1;5.120982134E-1
1.059179017E1;-1.187613810E-2;9.414265707E-2;-4.763212037E-1;4.856807302E-1
1.060171917E1;2.662196173E-4;1.294047296E-1;-4.696670723E-1;4.871681575E-1
1.061164917E1;-2.324364381E-2;1.091325791E-1;-4.930296224E-1;5.054981656E-1
1.062157817E1;-3.961694171E-3;1.094581228E-1;-4.380897689E-1;4.515743807E-1
1.063150817E1;-1.038333024E-2;9.945836082E-2;-4.336201572E-1;4.450013706E-1
1.064143717E1;-1.450557159E-2;1.073541485E-1;-3.680892420E-1;3.836991202E-1
1.065136717E1;-3.652648267E-3;5.398938864E-2;-3.968429250E-1;4.005152968E-1
1.066129617E1;2.117072820E-2;7.502372369E-2;-4.755920559E-1;4.819383389E-1
1.067122517E1;1.273574504E-2;8.779798955E-2;-4.799242580E-1;4.880553038E-1
1.068115517E1;-2.521233280E-2;6.291618660E-2;-4.730713212E-1;4.779022737E-1
1.069108417E1;-4.225207167E-2;7.905991048E-2;-4.423886418E-1;4.513794606E-1
1.070101417E1;-2.289737216E-2;8.910411134E-2;-4.067861152E-1;4.170596789E-1
1.071094317E1;-1.096542513E-3;1.490719856E-1;-4.075450838E-1;4.339546688E-1
1.072087317E1;3.564343890E-3;1.372072542E-1;-3.595020211E-1;3.848119519E-1
1.073080217E1;-4.903399672E-3;1.354951894E-1;-4.091571611E-1;4.310366251E-1
1.074073217E1;3.347930901E-2;7.187236682E-2;-4.231764454E-1;4.305401319E-1
1.075066117E1;1.619650642E-2;3.569388941E-2;-4.589701760E-1;4.606408612E-1
1.076059017E1;1.685736969E-2;2.531318128E-2;-3.833604151E-1;3.845648657E-1
1.077052017E1;-3.269768018E-2;4.982675582E-2;-3.915997267E-1;3.961088106E-1
1.078044917E1;-1.264768963E-2;9.158493876E-2;-3.804970336E-1;3.915683307E-1
1.079037917E1;-1.034056105E-2;7.055659711E-2;-4.323021948E-1;4.381442094E-1
1.080030817E1;-1.402453075E-2;1.196533281E-1;-3.571327293E-1;3.769050182E-1
1.081023817E1;1.130907238E-2;1.219404665E-1;-4.645490044E-1;4.804197644E-1
1.082016717E1;1.639529348E-2;1.438977845E-1;-4.603132814E-1;4.825595249E-1
1.083009717E1;7.407739295E-3;9.779146582E-2;-4.110136521E-1;4.225520886E-1
1.084002617E1;-5.633333183E-3;5.245186329E-2;-3.881609792E-1;3.917293430E-1
1.084995517E1;-5.442407888E-2;3.895093471E-2;-3.219769299E-1;3.288590869E-1
1.085988517E1;-3.054604415E-2;1.816583723E-2;-3.910582745E-1;3.926698773E-1
1.086981417E1;-4.032566079E-2;7.305730507E-2;-2.533791500E-1;2.667667941E-1
1.087974417E1;-1.487136061E-2;5.880588636E-2;-3.487103999E-1;3.539466522E-1
1.088967317E1;-4.134232714E-4;1.106654267E-1;-3.503446966E-1;3.674076946E-1
1.089960317E1;1.069462595E-3;5.593256459E-2;-3.458891183E-1;3.503839005E-1
1.090953217E1;4.916352625E-3;1.266021591E-1;-4.309801394E-1;4.492172723E-1
1.091946217E1;1.971801488E-2;1.138910432E-1;-3.167840177E-1;3.372122235E-1
1.092939117E1;-1.029002604E-2;1.545787472E-1;-4.209901714E-1;4.485902341E-1
1.093932117E1;1.751736046E-2;5.867081568E-2;-4.199084365E-1;4.243491694E-1
1.094925017E1;-1.133232192E-2;4.433695123E-2;-3.261699682E-1;3.293645927E-1
1.095917917E1;-6.828474370E-3;3.590482771E-2;-4.090361238E-1;4.106657220E-1
1.096910917E1;-2.892261269E-3;6.149195105E-2;-2.498217040E-1;2.572945958E-1
1.097903817E1;3.182877023E-3;6.735261530E-2;-3.465691495E-1;3.530675302E-1
1.098896817E1;-1.915847061E-3;4.593411818E-2;-3.534133154E-1;3.563910566E-1
1.099889717E1;7.873954244E-3;9.887627050E-2;-2.110938406E-1;2.332362012E-1
1.100882717E1;-1.521526826E-2;7.566107020E-2;-3.096439826E-1;3.191167465E-1
1.101875617E1;-5.810624873E-3;8.215206429E-2;-2.549017650E-1;2.678761558E-1
1.102868617E1;-2.328877472E-3;6.406706482E-2;-1.972400326E-1;2.073973069E-1
1.103861517E1;-3.022428968E-2;7.217832237E-2;-3.633103126E-1;3.716417646E-1
1.104854417E1;-2.148569213E-2;9.686994463E-2;-4.300200266E-1;4.413192092E-1
1.105847417E1;-9.637529303E-3;6.683469817E-2;-3.291906399E-1;3.360449914E-1
1.106840317E1;-6.239088736E-3;5.276717439E-2;-4.133858675E-1;4.167867277E-1
1.107833317E1;-3.914692607E-2;8.500725970E-2;-3.853303421E-1;3.965327080E-1
1.108826217E1;9.403161022E-3;9.278698012E-2;-3.083651966E-1;3.221598013E-1
1.109819217E1;1.857309808E-2;7.610385060E-2;-2.550087690E-1;2.667699914E-1
1.110812117E1;1.496389737E-2;3.373711869E-2;-2.706740445E-1;2.731786041E-1
1.111805117E1;-1.286754950E-2;7.333548635E-2;-1.842896193E-1;1.987619963E-1
1.112798017E1;-7.271012664E-4;6.090415969E-2;-1.926031905E-1;2.020045404E-1
1.113790917E1;8.310839469E-3;5.506542251E-2;-2.511841053E-1;2.572833565E-1
1.114783917E1;-3.094314546E-3;5.150709942E-2;-3.505715686E-1;3.543486712E-1
1.115776817E1;-7.100844984E-3;8.256458536E-2;-4.134285522E-1;4.216521084E-1
1.116769817E1;1.011458673E-3;1.180481212E-1;-3.198187226E-1;3.409111281E-1
1.117762717E1;9.492543479E-4;1.007918184E-1;-2.845436400E-1;3.018691352E-1
1.118755717E1;-4.877907182E-3;7.601511911E-2;-3.134645534E-1;3.225866062E-1
1.119748617E1;-1.128142830E-2;3.136578038E-2;-2.995154357E-1;3.013645285E-1
1.120741617E1;-3.028579052E-3;3.603478208E-2;-2.153313178E-1;2.183466378E-1
1.121734517E1;-1.481544433E-2;2.751129583E-2;-2.467694575E-1;2.487398921E-1
1.122727417E1;-2.924209678E-2;5.318875864E-2;-1.981200385E-1;2.072092998E-1
1.123720417E1;-1.993620739E-2;4.733876556E-2;-1.791879237E-1;1.864047292E-1
1.124713317E1;1.254132055E-2;8.550880462E-2;-1.634875649E-1;1.849249152E-1
1.125706317E1;4.464408536E-3;9.819536224E-2;-1.540641922E-1;1.827512939E-1
1.126699217E1;-7.473906479E-3;9.997744739E-2;-2.640608436E-1;2.824526126E-1
1.127692217E1;2.680301985E-3;7.286200806E-2;-2.817282057E-1;2.910100310E-1
1.128685104E1;5.103785580E-3;1.096632139E-1;-2.330302548E-1;2.575949704E-1
1.129678104E1;3.880639428E-3;5.615578204E-2;-2.583130306E-1;2.643750234E-1
1.130671004E1;1.155918018E-2;-4.011219174E-2;-2.510776860E-1;2.545242758E-1
1.131663904E1;9.861132768E-3;-4.758274063E-2;-2.752711254E-1;2.795273719E-1
1.132656904E1;-5.626209173E-3;5.546771094E-2;-2.683205402E-1;2.740515161E-1
1.133649804E1;-1.082039362E-2;1.004423010E-1;-3.405979729E-1;3.552642902E-1
1.134642804E1;-3.076283652E-2;1.301764159E-1;-3.875990617E-1;4.100308330E-1
1.135635704E1;-1.721448154E-2;1.029279524E-1;-2.936916089E-1;3.116813483E-1
1.136628704E1;-1.323677376E-2;7.561019942E-2;-1.047283101E-1;1.298465763E-1
1.137621604E1;-5.158470750E-3;6.938276857E-2;-2.521670222E-2;7.400311119E-2
1.138614604E1;1.398637996E-2;5.364484146E-2;-1.152638233E-1;1.279028412E-1
1.139607504E1;-9.428986986E-3;9.669832885E-4;-1.699510771E-1;1.702151858E-1
1.140600504E1;-2.573633697E-3;-4.925109744E-3;-2.007699966E-1;2.008468866E-1
1.141593404E1;-2.754344181E-2;4.151888564E-2;-3.245292395E-1;3.283316713E-1
1.142586304E1;-2.742687893E-2;8.513984531E-2;-3.271856296E-1;3.391923690E-1
1.143579304E1;-1.061665242E-2;7.988831475E-2;-2.370753586E-1;2.503988455E-1
1.144572204E1;4.657074292E-3;8.133111522E-2;-1.088283777E-1;1.359413640E-1
1.145565204E1;2.443220916E-2;7.173934266E-2;-6.769321561E-2;1.016161285E-1
1.146558104E1;7.280911817E-3;4.913108334E-2;-8.448524952E-2;9.800322655E-2
1.147551104E1;-4.732055697E-3;-9.624809325E-3;-9.001086831E-2;9.064759081E-2
1.148544004E1;6.198507689E-3;3.363610804E-4;-1.606499112E-1;1.607698000E-1
1.149537004E1;-7.221009834E-3;2.018619642E-2;-2.110517406E-1;2.121378390E-1
1.150529904E1;-3.921040947E-2;3.662432760E-2;-2.514197481E-1;2.570810909E-1
1.151522804E1;8.528892647E-3;9.209423125E-2;-2.444650698E-1;2.613757062E-1
1.152515804E1;-2.165758428E-3;1.265046568E-1;-1.707679331E-1;2.125318934E-1
1.153508704E1;1.773147362E-2;1.213355720E-1;-1.750966269E-1;2.137651864E-1
1.154501704E1;1.407908345E-2;7.444514170E-2;-1.499553537E-1;1.680086540E-1
1.155494604E1;-2.688019853E-2;2.731585264E-2;-9.917930245E-2;1.063260782E-1
1.156487604E1;-3.268999429E-2;-6.670050457E-2;-2.195044756E-1;2.317321899E-1
1.157480504E1;-6.642991553E-2;-1.088020653E-2;-2.316052884E-1;2.411893907E-1
1.158473504E1;-7.473480272E-2;4.754882678E-2;-1.931528288E-1;2.124951692E-1
1.159466404E1;-3.627654161E-2;5.975488946E-2;-1.301461565E-1;1.477317039E-1
1.160459304E1;-1.117297844E-2;9.728772819E-2;-1.469721043E-1;1.766084283E-1
1.161452304E1;3.357745087E-2;9.837940335E-2;-6.306923747E-2;1.215881611E-1
1.162445204E1;5.838325144E-2;1.171979360E-1;-4.436516404E-2;1.382469820E-1
1.163438204E1;5.744383229E-2;5.422283873E-2;-1.012661737E-1;1.284318810E-1
1.164431104E1;4.925769383E-2;2.348870382E-2;-8.517755985E-2;1.011595587E-1
1.165424104E1;2.849878548E-2;-3.360482544E-2;-1.505488461E-1;1.568643367E-1
1.166417004E1;1.424051457E-2;-4.904878378E-2;-1.436415303E-1;1.524515158E-1
1.167410004E1;1.243345313E-2;-2.962316394E-2;-1.400548482E-1;1.436923210E-1
1.168402904E1;-1.345583193E-2;-2.291553050E-2;-1.486455774E-1;1.510022803E-1
1.169395804E1;-9.479672753E-3;5.086449042E-2;-8.667678595E-2;1.009451624E-1
1.170388804E1;-1.709245746E-2;1.046759775E-1;-4.552642107E-2;1.154203942E-1
1.171381704E1;-3.217931309E-2;1.043336231E-1;-1.215343773E-2;1.098577223E-1
1.172374704E1;-5.790573492E-2;1.050830899E-1;-2.143413842E-2;1.218808936E-1
1.173367604E1;-5.145483993E-2;7.581982210E-2;-2.665979505E-2;9.543055406E-2
1.174360604E1;-5.941042450E-2;1.043801084E-2;-6.033390999E-2;8.531548104E-2
1.175353504E1;-4.806240418E-2;2.095934451E-2;-5.820493877E-2;7.833966885E-2
1.176346504E1;-4.437527790E-2;6.517891288E-3;-1.110573363E-1;1.197722011E-1
1.177339404E1;-3.136743176E-2;1.980641976E-2;-1.134851003E-1;1.193946315E-1
1.178332304E1;-1.888828813E-3;2.218799070E-2;-1.178278273E-1;1.199136001E-1
1.179325304E1;4.085282383E-2;4.708894327E-2;-1.200638026E-1;1.352835485E-1
1.180318204E1;2.057587451E-2;5.459691435E-3;-5.168529332E-2;5.589762417E-2
1.181311204E1;1.612851198E-2;4.167661428E-2;-4.672042251E-2;6.465189058E-2
1.182304104E1;3.035799906E-2;3.687034920E-2;-8.678612888E-2;9.905989563E-2
1.183297104E1;3.205049162E-2;2.466604069E-2;-9.934711754E-2;1.072636814E-1
1.184290004E1;4.553650752E-2;-2.694806278E-2;-1.176313609E-1;1.289841412E-1
1.185283004E1;2.825509135E-2;-3.557007462E-3;-9.534703732E-2;9.950909513E-2
1.186275904E1;4.434022658E-2;4.652702585E-2;-6.499823391E-2;9.140891772E-2
1.187268804E1;1.850269167E-2;6.247852251E-2;-5.620460629E-2;8.605157257E-2
1.188261804E1;2.281956308E-2;6.167920813E-2;-5.728868008E-2;8.721840425E-2
1.189254704E1;3.455745792E-2;5.312970176E-2;4.626317024E-3;6.354829594E-2
1.190247704E1;7.345710844E-3;4.374740571E-3;4.163217545E-4;8.559856697E-3
1.191240604E1;6.367183872E-4;-3.708742708E-2;-2.969800830E-2;4.751688494E-2
1.192233604E1;1.753004617E-2;1.727267504E-2;-1.103369594E-3;2.463463509E-2
1.193226504E1;7.377080242E-3;-2.089093208E-2;-4.825473189E-2;5.309775425E-2
1.194219504E1;-1.491646868E-2;-2.300850123E-2;-4.087028325E-2;4.921658480E-2
1.195212404E1;-5.723950865E-2;6.262046367E-2;-7.155530155E-2;1.109857874E-1
1.196205404E1;-9.030146579E-2;1.373391089E-1;-2.464542925E-2;1.662040395E-1
1.197198304E1;-1.006617543E-1;6.910736471E-2;-2.132070243E-2;1.239483320E-1
1.198191204E1;-6.422742928E-2;3.696463555E-2;-3.773208261E-3;7.420097071E-2
1.199184204E1;-4.181488266E-2;5.297211930E-2;1.139680803E-2;6.844280144E-2
1.200177104E1;-7.641669034E-3;1.482093751E-2;-1.060392559E-2;1.976103571E-2
1.201170104E1;2.989907257E-2;-3.272935107E-2;-5.109297037E-3;4.462364708E-2
1.202163004E1;6.273515132E-2;-2.629258990E-2;1.282645226E-2;6.922078714E-2
1.203156004E1;5.640464502E-2;-3.023946047E-2;-2.924543381E-2;7.036479481E-2
1.204148904E1;5.674159996E-2;-4.880831704E-2;-9.990552664E-3;7.550941743E-2
1.205141904E1;3.233927098E-2;5.034745038E-3;2.426009774E-3;3.281863234E-2
1.206134804E1;5.719040574E-3;5.481209189E-2;-2.078802109E-2;5.890003958E-2
1.207127704E1;2.677348228E-2;5.503165483E-2;-1.254286230E-2;6.247099953E-2
1.208120704E1;3.770163140E-2;2.770118415E-4;-5.977608562E-3;3.817357136E-2
